node,transistor,corner,voltage_offset_V,vdd_V,temperature_C,rows,cols,wd,toggle_rate,n_toggle_cols,pex,wr_same_energy_pJ,wr_toggle_energy_pJ,rd_1to1_energy_pJ,rd_1to0_energy_pJ,wr1_init_energy_pJ,wr0_fill_energy_pJ,leak_power_mW,rd_delay_ns,rd_bl_dev_ns,rd_sense_ns,wr_delay_ns,wr_bl_ns,wr_cell_ns,width_um,height_um,total_area_um2,flow_run_id,decoder_area_um2,macro_area_um2
7nm,hp,TT,0.15,0.9,85,256,32,32,1.0,32,1,2.243,3.096,2.237,2.556,2.243,2.398,0.08539,0.2253,0.04684,-2.775,0.1903,0.1824,0.00795,9.408,107.002,1006.6748,array_X32_256x32_tr1_v0.9_t85_20260718_094043,1158.3936,2165.0684
7nm,hp,TT,0,0.75,25,512,4,64,1.0,4,1,0.2527,0.3737,0.2472,0.2662,0.2583,0.2628,0.001302,0.4177,0.107,-2.582,0.5187,0.5104,0.008274,1.176,212.986,250.4715,array_X64_512x4_tr1_v0.75_t25_20260718_042008,4502.615,4753.0865
7nm,hp,TT,0,0.75,25,512,8,64,1.0,8,1,0.5076,0.7482,0.4963,0.5339,0.5189,0.5272,0.002606,0.4177,0.107,-2.582,0.5184,0.5101,0.008287,2.352,212.986,500.9431,array_X64_512x8_tr1_v0.75_t25_20260718_042815,4516.2593,5017.2024
7nm,hp,TT,-0.1,0.65,25,512,16,64,1.0,16,1,0.7562,1.113,0.7369,0.7756,0.7566,0.7833,0.003722,0.516,0.1242,-2.484,0.5218,0.5125,0.009261,4.704,212.986,1001.8861,array_X64_512x16_tr1_v0.65_t25_20260718_073923,4502.615,5504.5011
7nm,hp,TT,-0.1,0.65,85,512,16,64,1.0,16,1,1.192,1.549,1.163,1.216,1.193,1.215,0.04938,0.4823,0.1218,-2.518,0.5199,0.5099,0.009975,4.704,212.986,1001.8861,array_X64_512x16_tr1_v0.65_t85_20260718_081410,4502.615,5504.5011
7nm,hp,TT,0,0.75,25,512,16,64,1.0,16,1,1.009,1.506,0.9869,1.077,1.01,1.064,0.005212,0.419,0.109,-2.581,0.5212,0.5129,0.00828,4.704,212.986,1001.8861,array_X64_512x16_tr1_v0.75_t25_20260718_044230,4502.615,5504.5011
7nm,hp,TT,0,0.75,85,512,16,64,1.0,16,1,1.553,2.06,1.519,1.645,1.553,1.611,0.06211,0.4065,0.1088,-2.594,0.5197,0.5108,0.008925,4.704,212.986,1001.8861,array_X64_512x16_tr1_v0.75_t85_20260718_080221,4502.615,5504.5011
7nm,hp,TT,0.1,0.85,25,512,16,64,1.0,16,1,1.302,1.979,1.277,1.46,1.303,1.403,0.007302,0.3667,0.09945,-2.633,0.5176,0.5099,0.007647,4.704,212.986,1001.8861,array_X64_512x16_tr1_v0.85_t25_20260718_075014,4502.615,5504.5011
7nm,hp,TT,0.1,0.85,85,512,16,64,1.0,16,1,1.967,2.67,1.931,2.18,1.967,2.083,0.07689,0.3629,0.1006,-2.637,0.5169,0.5087,0.008211,4.704,212.986,1001.8861,array_X64_512x16_tr1_v0.85_t85_20260718_082501,4502.615,5504.5011
10nm,hp,TT,-0.1,0.7,25,8,4,2,1.0,4,1,0.007452,0.02239,0.007525,0.01244,0.01439,0.01235,2.416e-05,0.04829,0.00595,-2.952,0.08004,0.06482,0.01522,1.456,6.187,9.0083,array_X2_8x4_tr1_v0.7_t25_20260718_064246,6.7891,15.7974
10nm,hp,TT,-0.1,0.7,85,8,4,2,1.0,4,1,0.01136,0.02588,0.01125,0.01532,0.01993,0.01527,0.0003246,0.04456,0.005248,-2.955,0.08111,0.06591,0.0152,1.456,6.187,9.0083,array_X2_8x4_tr1_v0.7_t85_20260718_064321,6.7891,15.7974
10nm,hp,TT,0,0.8,25,8,4,2,1.0,4,1,0.009778,0.03024,0.009884,0.01669,0.01977,0.01657,3.359e-05,0.0413,0.00526,-2.959,0.07356,0.05987,0.01368,1.456,6.187,9.0083,array_X2_8x4_tr1_v0.8_t25_20260718_022257,6.7891,15.7974
10nm,hp,TT,0,0.8,85,8,4,2,1.0,4,1,0.01492,0.03469,0.01469,0.02048,0.02662,0.02039,0.0004059,0.03929,0.004666,-2.961,0.07526,0.06183,0.01343,1.456,6.187,9.0083,array_X2_8x4_tr1_v0.8_t85_20260718_064309,6.7891,15.7974
10nm,hp,TT,0.1,0.9,25,8,4,2,1.0,4,1,0.0125,0.03961,0.01259,0.02177,0.02603,0.02164,3.889e-05,0.03715,0.004756,-2.963,0.06964,0.05708,0.01256,1.456,6.187,9.0083,array_X2_8x4_tr1_v0.9_t25_20260718_064257,6.7891,15.7974
10nm,hp,TT,0.1,0.9,85,8,4,2,1.0,4,1,0.01911,0.04513,0.01877,0.02676,0.03438,0.0265,0.0005027,0.03607,0.00425,-2.964,0.0716,0.05943,0.01217,1.456,6.187,9.0083,array_X2_8x4_tr1_v0.9_t85_20260718_064333,6.7891,15.7974
10nm,hp,TT,0,0.8,25,8,8,2,1.0,8,1,0.01961,0.06054,0.01982,0.03343,0.03958,0.03319,6.742e-05,0.0413,0.00526,-2.959,0.07356,0.05988,0.01368,2.912,6.187,18.0165,array_X2_8x8_tr1_v0.8_t25_20260718_022348,6.7891,24.8056
10nm,hp,TT,0,0.8,25,8,16,2,1.0,16,1,0.03925,0.1211,0.03971,0.0669,0.07922,0.06642,0.000135,0.04117,0.005252,-2.959,0.07354,0.05988,0.01365,5.824,6.187,36.0331,array_X2_8x16_tr1_v0.8_t25_20260718_022521,6.7891,42.8222
10nm,hp,TT,0,0.8,25,8,32,2,1.0,32,1,0.07866,0.2425,0.07947,0.1337,0.1585,0.1329,0.0002664,0.04124,0.005267,-2.959,0.07356,0.05992,0.01365,11.648,6.187,72.0662,array_X2_8x32_tr1_v0.8_t25_20260718_022637,6.7891,78.8553
10nm,hp,TT,-0.1,0.7,25,8,64,2,1.0,64,1,0.1198,0.359,0.121,0.1996,0.2309,0.1983,0.0004125,0.04828,0.00595,-2.952,0.0802,0.06502,0.01519,23.296,6.187,144.1324,array_X2_8x64_tr1_v0.7_t25_20260718_064346,6.7891,150.9215
10nm,hp,TT,-0.1,0.7,85,8,64,2,1.0,64,1,0.1822,0.415,0.1805,0.2458,0.3192,0.245,0.005194,0.04457,0.005249,-2.955,0.08128,0.06612,0.01516,23.296,6.187,144.1324,array_X2_8x64_tr1_v0.7_t85_20260718_065055,6.7891,150.9215
10nm,hp,TT,0,0.8,25,8,64,2,1.0,64,1,0.1572,0.4848,0.159,0.2679,0.317,0.2659,0.0004796,0.04129,0.005258,-2.959,0.0737,0.06006,0.01363,23.296,6.187,144.1324,array_X2_8x64_tr1_v0.8_t25_20260718_022829,6.7891,150.9215
10nm,hp,TT,0,0.8,85,8,64,2,1.0,64,1,0.2393,0.5561,0.2357,0.3286,0.4266,0.3271,0.006481,0.0393,0.004702,-2.961,0.0754,0.06201,0.01338,23.296,6.187,144.1324,array_X2_8x64_tr1_v0.8_t85_20260718_064838,6.7891,150.9215
10nm,hp,TT,0.1,0.9,25,8,64,2,1.0,64,1,0.2009,0.6349,0.2022,0.3494,0.4173,0.3475,0.000686,0.03715,0.004751,-2.963,0.06979,0.05728,0.01252,23.296,6.187,144.1324,array_X2_8x64_tr1_v0.9_t25_20260718_064610,6.7891,150.9215
10nm,hp,TT,0.1,0.9,85,8,64,2,1.0,64,1,0.3064,0.7235,0.3013,0.4293,0.5511,0.4252,0.008039,0.03606,0.004231,-2.964,0.07175,0.05962,0.01213,23.296,6.187,144.1324,array_X2_8x64_tr1_v0.9_t85_20260718_065315,6.7891,150.9215
10nm,hp,TT,0,0.8,25,16,4,2,1.0,4,1,0.01467,0.03492,0.01472,0.02179,0.02337,0.02178,5.423e-05,0.05275,0.007067,-2.947,0.09484,0.08279,0.01204,1.456,10.027,14.5993,array_X2_16x4_tr1_v0.8_t25_20260718_023059,11.6122,26.2115
10nm,hp,TT,0,0.8,25,16,8,2,0.5,4,1,0.02942,0.04967,0.02952,0.04367,0.0468,0.0568,0.0001084,0.05275,0.007068,-2.947,0.09485,0.0828,0.01205,2.912,10.027,29.1986,array_X2_16x8_tr0.5_v0.8_t25_20260718_063620,11.6122,40.8108
10nm,hp,TT,-0.15,0.65,25,16,8,2,1.0,8,1,0.01934,0.0441,0.0194,0.0277,0.0291,0.0277,7.289e-05,0.06852,0.008722,-2.931,0.1089,0.09451,0.01436,2.912,10.027,29.1986,array_X2_16x8_tr1_v0.65_t25_20260718_091931,11.6122,40.8108
10nm,hp,TT,-0.15,0.65,85,16,8,2,1.0,8,1,0.03075,0.05353,0.03072,0.03607,0.04377,0.03625,0.001021,0.06186,0.007282,-2.938,0.1093,0.0951,0.01417,2.912,10.027,29.1986,array_X2_16x8_tr1_v0.65_t85_20260718_092003,11.6122,40.8108
10nm,hp,TT,-0.05,0.75,25,16,8,2,1.0,8,1,0.02586,0.06051,0.02587,0.03785,0.04037,0.03783,0.0001001,0.05656,0.007511,-2.943,0.09833,0.08568,0.01265,2.912,10.027,29.1986,array_X2_16x8_tr1_v0.75_t25_20260718_045412,11.6122,40.8108
10nm,hp,TT,-0.05,0.75,85,16,8,2,1.0,8,1,0.04058,0.07271,0.04035,0.0489,0.05918,0.04899,0.001291,0.05308,0.006409,-2.947,0.09993,0.08753,0.0124,2.912,10.027,29.1986,array_X2_16x8_tr1_v0.75_t85_20260718_045626,11.6122,40.8108
10nm,hp,TT,-0.1,0.7,25,16,8,2,1.0,8,1,0.02245,0.05186,0.02253,0.03246,0.03447,0.03249,7.965e-05,0.06163,0.00804,-2.938,0.1029,0.08944,0.01341,2.912,10.027,29.1986,array_X2_16x8_tr1_v0.7_t25_20260718_045340,11.6122,40.8108
10nm,hp,TT,-0.1,0.7,55,16,8,2,1.0,8,1,0.02546,0.05489,0.02556,0.03499,0.03907,0.03501,0.0003356,0.05928,0.007614,-2.941,0.1037,0.09038,0.0133,2.912,10.027,29.1986,array_X2_16x8_tr1_v0.7_t55_20260718_084752,11.6122,40.8108
10nm,hp,TT,-0.1,0.7,85,16,8,2,1.0,8,1,0.03547,0.06265,0.03538,0.04218,0.05115,0.0423,0.001154,0.05686,0.006808,-2.943,0.1042,0.09099,0.01319,2.912,10.027,29.1986,array_X2_16x8_tr1_v0.7_t85_20260718_045555,11.6122,40.8108
10nm,hp,TT,0.05,0.85,25,16,8,2,1.0,8,1,0.03329,0.08033,0.03343,0.05016,0.05378,0.05012,0.0001263,0.04981,0.0067,-2.95,0.09211,0.08057,0.01153,2.912,10.027,29.1986,array_X2_16x8_tr1_v0.85_t25_20260718_045448,11.6122,40.8108
10nm,hp,TT,0.05,0.85,85,16,8,2,1.0,8,1,0.05205,0.09578,0.05169,0.06455,0.07723,0.06439,0.001609,0.04789,0.005805,-2.952,0.09476,0.08356,0.0112,2.912,10.027,29.1986,array_X2_16x8_tr1_v0.85_t85_20260718_045739,11.6122,40.8108
10nm,hp,TT,0,0.8,25,16,8,2,1.0,8,1,0.02942,0.06995,0.02952,0.04366,0.0468,0.04366,0.0001084,0.05275,0.007068,-2.947,0.09485,0.0828,0.01205,2.912,10.027,29.1986,array_X2_16x8_tr1_v0.8_t25_20260718_023152,11.6122,40.8108
10nm,hp,TT,0,0.8,55,16,8,2,1.0,8,1,0.03327,0.07391,0.03343,0.04712,0.05266,0.04707,0.0004286,0.05159,0.006729,-2.948,0.09612,0.08422,0.0119,2.912,10.027,29.1986,array_X2_16x8_tr1_v0.8_t55_20260718_084825,11.6122,40.8108
10nm,hp,TT,0,0.8,85,16,8,2,1.0,8,1,0.04611,0.08372,0.04581,0.05635,0.06789,0.05631,0.001445,0.05015,0.006088,-2.95,0.09714,0.08539,0.01175,2.912,10.027,29.1986,array_X2_16x8_tr1_v0.8_t85_20260718_045659,11.6122,40.8108
10nm,hp,TT,0.15,0.95,25,16,8,2,1.0,8,1,0.0419,0.1038,0.04212,0.06512,0.06924,0.06487,0.0001749,0.04568,0.006116,-2.954,0.0883,0.0776,0.0107,2.912,10.027,29.1986,array_X2_16x8_tr1_v0.95_t25_20260718_092033,11.6122,40.8108
10nm,hp,TT,0.15,0.95,85,16,8,2,1.0,8,1,0.06552,0.123,0.06504,0.08357,0.0982,0.08279,0.00198,0.04452,0.005367,-2.955,0.09117,0.08085,0.01032,2.912,10.027,29.1986,array_X2_16x8_tr1_v0.95_t85_20260718_092106,11.6122,40.8108
10nm,hp,TT,0.1,0.9,25,16,8,2,1.0,8,1,0.03744,0.09158,0.03763,0.05733,0.06129,0.05716,0.0001596,0.04751,0.006386,-2.952,0.09005,0.07896,0.01109,2.912,10.027,29.1986,array_X2_16x8_tr1_v0.9_t25_20260718_045523,11.6122,40.8108
10nm,hp,TT,0.1,0.9,55,16,8,2,1.0,8,1,0.04224,0.09663,0.04256,0.0619,0.0685,0.06159,0.0005439,0.04691,0.006107,-2.953,0.09141,0.0805,0.01091,2.912,10.027,29.1986,array_X2_16x8_tr1_v0.9_t55_20260718_084902,11.6122,40.8108
10nm,hp,TT,0.1,0.9,85,16,8,2,1.0,8,1,0.05853,0.1088,0.05808,0.07357,0.08739,0.07318,0.001785,0.04604,0.005568,-2.954,0.09285,0.08213,0.01073,2.912,10.027,29.1986,array_X2_16x8_tr1_v0.9_t85_20260718_045813,11.6122,40.8108
10nm,hp,TT,0,0.8,25,16,16,2,1.0,16,1,0.05892,0.14,0.05909,0.08742,0.09368,0.08741,0.000217,0.05259,0.007058,-2.947,0.09484,0.08281,0.01203,5.824,10.027,58.3972,array_X2_16x16_tr1_v0.8_t25_20260718_023326,11.6122,70.0094
10nm,hp,TT,0,0.8,25,16,32,2,1.0,32,1,0.118,0.2801,0.1183,0.1749,0.1874,0.1749,0.0004344,0.05275,0.007065,-2.947,0.09483,0.08281,0.01203,11.648,10.027,116.7945,array_X2_16x32_tr1_v0.8_t25_20260718_023509,11.6122,128.4067
10nm,hp,TT,0,0.8,25,16,64,2,1.0,64,1,0.2359,0.5604,0.2367,0.3499,0.3749,0.3499,0.0008684,0.05273,0.007068,-2.947,0.09507,0.08306,0.01201,23.296,10.027,233.589,array_X2_16x64_tr1_v0.8_t25_20260718_023804,11.6122,245.2012
10nm,hp,TT,0,0.8,25,32,4,4,1.0,4,1,0.02561,0.05146,0.02527,0.03301,0.0327,0.03278,0.0001098,0.0762,0.01101,-2.924,0.08076,0.07026,0.0105,1.456,18.874,27.4805,array_X4_32x4_tr1_v0.8_t25_20260718_024031,36.864,64.3445
10nm,hp,TT,0,0.8,25,32,8,4,1.0,8,1,0.05135,0.1031,0.05068,0.06619,0.06555,0.06571,0.00022,0.07621,0.01101,-2.924,0.08057,0.07007,0.0105,2.912,18.874,54.9611,array_X4_32x8_tr1_v0.8_t25_20260718_024301,36.864,91.8251
10nm,hp,TT,0,0.8,25,32,16,4,1.0,16,1,0.1028,0.2065,0.1015,0.1326,0.1312,0.1316,0.0004402,0.07622,0.01101,-2.924,0.0806,0.07008,0.01052,5.824,18.874,109.9222,array_X4_32x16_tr1_v0.8_t25_20260718_024438,36.864,146.7862
10nm,hp,TT,0,0.8,25,32,32,4,1.0,32,1,0.2058,0.4131,0.2032,0.2652,0.2626,0.2633,0.0008807,0.07596,0.01099,-2.924,0.0806,0.07008,0.01052,11.648,18.874,219.8444,array_X4_32x32_tr1_v0.8_t25_20260718_024726,36.864,256.7084
10nm,hp,TT,0,0.8,25,32,64,4,1.0,64,1,0.4118,0.8264,0.4065,0.5306,0.5254,0.5268,0.001762,0.07621,0.01102,-2.924,0.08077,0.07026,0.01051,23.296,18.874,439.6887,array_X4_32x64_tr1_v0.8_t25_20260718_025041,36.864,476.5527
10nm,hp,TT,0,0.8,25,64,4,8,1.0,4,1,0.04719,0.08524,0.04639,0.05553,0.05408,0.05481,0.0002193,0.1199,0.01905,-2.88,0.07962,0.06972,0.0099,1.456,36.568,53.243,array_X8_64x4_tr1_v0.8_t25_20260718_025416,132.7104,185.9534
10nm,hp,TT,0,0.8,25,64,8,8,1.0,8,1,0.09464,0.1709,0.09303,0.1114,0.1084,0.1099,0.0004399,0.1199,0.01905,-2.88,0.07972,0.06982,0.009901,2.912,36.568,106.486,array_X8_64x8_tr1_v0.8_t25_20260718_025819,132.7104,239.1964
10nm,hp,TT,0,0.8,25,64,16,8,0.5,8,1,0.1895,0.2656,0.1863,0.223,0.2171,0.2812,0.0008801,0.1199,0.01906,-2.88,0.07974,0.06984,0.0099,5.824,36.568,212.972,array_X8_64x16_tr0.5_v0.8_t25_20260718_063646,132.7104,345.6824
10nm,hp,TT,-0.15,0.65,25,64,16,8,1.0,16,1,0.1247,0.2201,0.1226,0.1405,0.1417,0.1413,0.0005484,0.1548,0.0236,-2.845,0.08928,0.07763,0.01165,5.824,36.568,212.972,array_X8_64x16_tr1_v0.65_t25_20260718_092139,132.7104,345.6824
10nm,hp,TT,-0.05,0.75,25,64,16,8,1.0,16,1,0.1662,0.2979,0.1634,0.1925,0.1901,0.1915,0.0007389,0.1283,0.02023,-2.872,0.08199,0.07163,0.01036,5.824,36.568,212.972,array_X8_64x16_tr1_v0.75_t25_20260718_050256,132.7104,345.6824
10nm,hp,TT,-0.05,0.75,85,64,16,8,1.0,16,1,0.2705,0.3763,0.2698,0.2722,0.2975,0.2677,0.009937,0.1194,0.01622,-2.881,0.08338,0.0733,0.01007,5.824,36.568,212.972,array_X8_64x16_tr1_v0.75_t85_20260718_051201,132.7104,345.6824
10nm,hp,TT,-0.1,0.7,25,64,16,8,1.0,16,1,0.145,0.2571,0.1421,0.1652,0.1647,0.1654,0.0006444,0.1395,0.0217,-2.861,0.08499,0.07406,0.01093,5.824,36.568,212.972,array_X8_64x16_tr1_v0.7_t25_20260718_045846,132.7104,345.6824
10nm,hp,TT,-0.1,0.7,55,64,16,8,1.0,16,1,0.167,0.2743,0.1649,0.183,0.1875,0.1817,0.002583,0.1342,0.02032,-2.866,0.08548,0.07472,0.01076,5.824,36.568,212.972,array_X8_64x16_tr1_v0.7_t55_20260718_084939,132.7104,345.6824
10nm,hp,TT,0.05,0.85,25,64,16,8,1.0,16,1,0.2142,0.3908,0.2108,0.2568,0.2458,0.2517,0.0009937,0.1135,0.01809,-2.887,0.07774,0.06822,0.009519,5.824,36.568,212.972,array_X8_64x16_tr1_v0.85_t25_20260718_050431,132.7104,345.6824
10nm,hp,TT,0.05,0.85,85,64,16,8,1.0,16,1,0.3432,0.4896,0.3431,0.3591,0.38,0.3471,0.01235,0.1081,0.0148,-2.892,0.07942,0.07018,0.009242,5.824,36.568,212.972,array_X8_64x16_tr1_v0.85_t85_20260718_051635,132.7104,345.6824
10nm,hp,TT,0,0.8,25,64,16,8,1.0,16,1,0.1895,0.3421,0.1863,0.2231,0.2171,0.2201,0.0008801,0.1199,0.01905,-2.88,0.07973,0.06983,0.0099,5.824,36.568,212.972,array_X8_64x16_tr1_v0.8_t25_20260718_030104,132.7104,345.6824
10nm,hp,TT,0,0.8,55,64,16,8,1.0,16,1,0.2171,0.3648,0.2149,0.2469,0.2454,0.2417,0.003307,0.1171,0.018,-2.883,0.0805,0.07074,0.009757,5.824,36.568,212.972,array_X8_64x16_tr1_v0.8_t55_20260718_085018,132.7104,345.6824
10nm,hp,TT,0,0.8,85,64,16,8,1.0,16,1,0.3057,0.4306,0.3049,0.3134,0.3373,0.3056,0.0111,0.1131,0.01545,-2.887,0.08143,0.0718,0.009623,5.824,36.568,212.972,array_X8_64x16_tr1_v0.8_t85_20260718_051342,132.7104,345.6824
10nm,hp,TT,0.15,0.95,25,64,16,8,1.0,16,1,0.2685,0.4996,0.2651,0.3355,0.3094,0.3219,0.00133,0.1043,0.01661,-2.896,0.07519,0.06628,0.008909,5.824,36.568,212.972,array_X8_64x16_tr1_v0.95_t25_20260718_092600,132.7104,345.6824
10nm,hp,TT,0.15,0.95,85,64,16,8,1.0,16,1,0.4266,0.6225,0.4287,0.4658,0.475,0.4405,0.01519,0.1009,0.01376,-2.899,0.0775,0.06887,0.008628,5.824,36.568,212.972,array_X8_64x16_tr1_v0.95_t85_20260718_092852,132.7104,345.6824
10nm,hp,TT,0.1,0.9,25,64,16,8,1.0,16,1,0.2405,0.443,0.2371,0.2944,0.2769,0.2853,0.001158,0.1084,0.01729,-2.892,0.07628,0.06709,0.009192,5.824,36.568,212.972,array_X8_64x16_tr1_v0.9_t25_20260718_050719,132.7104,345.6824
10nm,hp,TT,0.1,0.9,55,64,16,8,1.0,16,1,0.2745,0.4719,0.2729,0.3258,0.312,0.3126,0.004171,0.1069,0.01642,-2.893,0.07757,0.06852,0.009048,5.824,36.568,212.972,array_X8_64x16_tr1_v0.9_t55_20260718_085358,132.7104,345.6824
10nm,hp,TT,0.1,0.9,85,64,16,8,1.0,16,1,0.3836,0.5534,0.3839,0.4096,0.4257,0.3917,0.01368,0.1041,0.01424,-2.896,0.07836,0.06945,0.008915,5.824,36.568,212.972,array_X8_64x16_tr1_v0.9_t85_20260718_051821,132.7104,345.6824
10nm,hp,TT,0,0.8,25,64,32,8,1.0,32,1,0.3793,0.6846,0.3729,0.4464,0.4345,0.4405,0.00176,0.1199,0.01905,-2.88,0.07974,0.06984,0.0099,11.648,36.568,425.9441,array_X8_64x32_tr1_v0.8_t25_20260718_030528,132.7104,558.6545
10nm,hp,TT,0,0.8,25,64,64,8,1.0,64,1,0.7584,1.37,0.7462,0.8937,0.8683,0.8818,0.003461,0.1199,0.01905,-2.88,0.0796,0.06968,0.009915,23.296,36.568,851.8881,array_X8_64x64_tr1_v0.8_t25_20260718_030933,132.7104,984.5985
10nm,hp,TT,0,0.8,25,128,4,16,1.0,4,1,0.09006,0.1529,0.08847,0.1009,0.09684,0.09872,0.0004297,0.1989,0.03578,-2.801,0.1098,0.1002,0.00964,1.456,71.956,104.7679,array_X16_128x4_tr1_v0.8_t25_20260718_031703,496.681,601.4489
10nm,hp,TT,0,0.8,25,128,8,16,1.0,8,1,0.1806,0.3065,0.1774,0.2023,0.1941,0.198,0.0008586,0.1989,0.03587,-2.801,0.1096,0.1,0.009639,2.912,71.956,209.5359,array_X16_128x8_tr1_v0.8_t25_20260718_031939,496.681,706.2169
10nm,hp,TT,0,0.8,25,128,16,16,1.0,16,1,0.3617,0.6137,0.3553,0.4053,0.3888,0.3965,0.001718,0.199,0.03588,-2.801,0.1095,0.09988,0.009641,5.824,71.956,419.0717,array_X16_128x16_tr1_v0.8_t25_20260718_032439,496.681,915.7527
10nm,hp,TT,0,0.8,25,128,32,16,1.0,32,1,0.7245,1.228,0.7115,0.8111,0.7784,0.7936,0.003437,0.1989,0.03585,-2.801,0.1103,0.1006,0.00965,11.648,71.956,838.1435,array_X16_128x32_tr1_v0.8_t25_20260718_033052,496.681,1334.8245
10nm,hp,TT,-0.1,0.7,25,128,64,16,1.0,64,1,1.1,1.858,1.078,1.208,1.1,1.203,0.00512,0.2304,0.04108,-2.77,0.1135,0.1029,0.01065,23.296,71.956,1676.287,array_X16_128x64_tr1_v0.7_t25_20260718_071340,496.681,2172.968
10nm,hp,TT,-0.1,0.7,85,128,64,16,1.0,64,1,1.738,2.489,1.717,1.859,1.737,1.825,0.07027,0.2128,0.03815,-2.787,0.1146,0.1043,0.01036,23.296,71.956,1676.287,array_X16_128x64_tr1_v0.7_t85_20260718_073415,496.681,2172.968
10nm,hp,TT,0,0.8,25,128,64,16,1.0,64,1,1.439,2.464,1.412,1.634,1.441,1.598,0.006873,0.1983,0.03619,-2.802,0.109,0.09931,0.009659,23.296,71.956,1676.287,array_X16_128x64_tr1_v0.8_t25_20260718_034029,496.681,2172.968
10nm,hp,TT,0,0.8,85,128,64,16,1.0,64,1,2.233,3.266,2.213,2.471,2.234,2.382,0.08811,0.1884,0.03415,-2.812,0.1118,0.1024,0.009389,23.296,71.956,1676.287,array_X16_128x64_tr1_v0.8_t85_20260718_072734,496.681,2172.968
10nm,hp,TT,0.1,0.9,25,128,64,16,1.0,64,1,1.825,3.18,1.797,2.158,1.829,2.064,0.009168,0.1792,0.033,-2.821,0.108,0.09899,0.008985,23.296,71.956,1676.287,array_X16_128x64_tr1_v0.9_t25_20260718_071948,496.681,2172.968
10nm,hp,TT,0.1,0.9,85,128,64,16,1.0,64,1,2.8,4.177,2.791,3.222,2.801,3.036,0.1087,0.1735,0.03145,-2.826,0.1105,0.1018,0.008719,23.296,71.956,1676.287,array_X16_128x64_tr1_v0.9_t85_20260718_074132,496.681,2172.968
10nm,hp,TT,-0.1,0.7,25,256,4,32,1.0,4,1,0.1342,0.2175,0.1318,0.1415,0.1392,0.1405,0.0006374,0.3857,0.08067,-2.614,0.2621,0.2517,0.01049,1.456,142.732,207.8178,array_X32_256x4_tr1_v0.7_t25_20260718_065407,1897.0214,2104.8392
10nm,hp,TT,0,0.8,25,256,4,32,1.0,4,1,0.1755,0.2885,0.1725,0.1921,0.1823,0.1867,0.000856,0.3293,0.07165,-2.671,0.2593,0.2498,0.009519,1.456,142.732,207.8178,array_X32_256x4_tr1_v0.8_t25_20260718_034513,1897.0214,2104.8392
10nm,hp,TT,0.1,0.9,25,256,4,32,1.0,4,1,0.2224,0.3726,0.2192,0.2551,0.2313,0.2416,0.001142,0.2959,0.06582,-2.704,0.2583,0.2494,0.008848,1.456,142.732,207.8178,array_X32_256x4_tr1_v0.9_t25_20260718_065716,1897.0214,2104.8392
10nm,hp,TT,0.1,0.9,85,256,4,32,1.0,4,1,0.3595,0.4777,0.3567,0.367,0.3687,0.3437,0.01353,0.2786,0.05195,-2.721,0.2574,0.2488,0.008575,1.456,142.732,207.8178,array_X32_256x4_tr1_v0.9_t85_20260718_070925,1897.0214,2104.8392
10nm,hp,TT,0,0.8,25,256,8,32,1.0,8,1,0.352,0.5784,0.346,0.3854,0.3656,0.3745,0.001711,0.3294,0.07166,-2.671,0.2594,0.2499,0.00952,2.912,142.732,415.6356,array_X32_256x8_tr1_v0.8_t25_20260718_035421,1897.0214,2312.657
10nm,hp,TT,0,0.8,25,256,16,32,1.0,16,1,0.7047,1.158,0.6933,0.7718,0.7318,0.7506,0.003424,0.3294,0.0717,-2.671,0.261,0.2515,0.009516,5.824,142.732,831.2712,array_X32_256x16_tr1_v0.8_t25_20260718_040344,1897.0214,2728.2926
10nm,hp,TT,0,0.8,25,256,32,32,0.5,16,1,1.395,1.861,1.372,1.561,1.395,1.924,0.006849,0.3301,0.07327,-2.67,0.2608,0.2513,0.009524,11.648,142.732,1662.5423,array_X32_256x32_tr0.5_v0.8_t25_20260718_064100,1897.0214,3559.5637
10nm,hp,TT,-0.15,0.65,25,256,32,32,1.0,32,1,0.921,1.507,0.9028,0.9764,0.9212,0.9781,0.004389,0.4311,0.08946,-2.569,0.265,0.2539,0.01117,11.648,142.732,1662.5423,array_X32_256x32_tr1_v0.65_t25_20260718_093051,1897.0214,3559.5637
10nm,hp,TT,-0.15,0.65,85,256,32,32,1.0,32,1,1.437,2.096,1.411,1.577,1.437,1.561,0.06203,0.3896,0.09059,-2.61,0.2656,0.2547,0.01085,11.648,142.732,1662.5423,array_X32_256x32_tr1_v0.65_t85_20260718_093706,1897.0214,3559.5637
10nm,hp,TT,-0.05,0.75,25,256,32,32,1.0,32,1,1.226,2.031,1.204,1.344,1.226,1.321,0.005917,0.3547,0.0774,-2.645,0.2616,0.2516,0.009976,11.648,142.732,1662.5423,array_X32_256x32_tr1_v0.75_t25_20260718_052720,1897.0214,3559.5637
10nm,hp,TT,-0.05,0.75,85,256,32,32,1.0,32,1,1.876,2.784,1.847,2.123,1.876,2.063,0.07855,0.3329,0.07936,-2.667,0.2636,0.2539,0.009686,11.648,142.732,1662.5423,array_X32_256x32_tr1_v0.75_t85_20260718_060241,1897.0214,3559.5637
