node,transistor,corner,voltage_offset_V,vdd_V,temperature_C,rows,cols,wd,toggle_rate,n_toggle_cols,pex,wr_same_energy_pJ,wr_toggle_energy_pJ,rd_1to1_energy_pJ,rd_1to0_energy_pJ,wr1_init_energy_pJ,wr0_fill_energy_pJ,leak_power_mW,rd_delay_ns,rd_bl_dev_ns,rd_sense_ns,wr_delay_ns,wr_bl_ns,wr_cell_ns,width_um,height_um,total_area_um2,flow_run_id,decoder_area_um2,macro_area_um2
20nm,hp,TT,0.1,1,85,64,16,8,1.0,16,1,0.9046,1.162,0.922,1.037,0.9604,0.9886,0.05532,0.3038,0.03883,-2.696,0.3689,0.3499,0.01893,10.56,58.36,616.2816,array_X8_64x16_tr1_v1_t85_20260718_052606,462.528,1078.8096
20nm,hp,TT,0,0.9,25,64,32,8,1.0,32,1,0.5908,1.003,0.5927,0.7562,0.6684,0.7229,0.001965,0.3364,0.04943,-2.664,0.3683,0.3461,0.02215,21.12,58.36,1232.5632,array_X8_64x32_tr1_v0.9_t25_20260718_030808,462.528,1695.0912
20nm,hp,TT,0,0.9,25,64,64,8,1.0,64,1,1.182,2.006,1.187,1.512,1.337,1.447,0.003933,0.3363,0.04944,-2.664,0.3697,0.3477,0.02208,42.24,58.36,2465.1264,array_X8_64x64_tr1_v0.9_t25_20260718_031238,632.1216,3097.248
20nm,hp,TT,0,0.9,25,128,4,16,1.0,4,1,0.1409,0.2213,0.1408,0.1721,0.1504,0.1612,0.0004883,0.5874,0.09428,-2.413,0.3553,0.3339,0.02144,2.64,114.68,302.7552,array_X16_128x4_tr1_v0.9_t25_20260718_032008,1733.5296,2036.2848
20nm,hp,TT,0,0.9,25,128,8,16,1.0,8,1,0.2826,0.4434,0.2825,0.3448,0.3016,0.323,0.0009766,0.5871,0.09422,-2.413,0.3552,0.3338,0.0214,5.28,114.68,605.5104,array_X16_128x8_tr1_v0.9_t25_20260718_032247,1718.3232,2323.8336
20nm,hp,TT,0,0.9,25,128,16,16,1.0,16,1,0.5663,0.8876,0.5661,0.6903,0.6043,0.6467,0.001953,0.5873,0.09425,-2.413,0.3553,0.3339,0.02139,10.56,114.68,1211.0208,array_X16_128x16_tr1_v0.9_t25_20260718_032754,1733.5296,2944.5504
20nm,hp,TT,0,0.9,25,128,32,16,1.0,32,1,1.133,1.776,1.133,1.381,1.21,1.294,0.003903,0.587,0.09422,-2.413,0.356,0.3346,0.02133,21.12,114.68,2422.0416,array_X16_128x32_tr1_v0.9_t25_20260718_033336,1733.5296,4155.5712
20nm,hp,TT,-0.1,0.8,25,128,64,16,1.0,64,1,1.78,2.765,1.769,2.099,1.78,2.012,0.006225,0.6421,0.1043,-2.358,0.3726,0.3494,0.02317,42.24,114.68,4844.0832,array_X16_128x64_tr1_v0.8_t25_20260718_071818,2326.5792,7170.6624
20nm,hp,TT,-0.1,0.8,85,128,64,16,1.0,64,1,2.512,3.542,2.506,2.939,2.511,2.782,0.08175,0.6067,0.09959,-2.393,0.383,0.3615,0.02154,42.24,114.68,4844.0832,array_X16_128x64_tr1_v0.8_t85_20260718_073938,2326.5792,7170.6624
20nm,hp,TT,0,0.9,25,128,64,16,1.0,64,1,2.254,3.566,2.251,2.777,2.254,2.602,0.007807,0.588,0.09565,-2.412,0.3565,0.3352,0.02127,42.24,114.68,4844.0832,array_X16_128x64_tr1_v0.9_t25_20260718_034247,2326.5792,7170.6624
20nm,hp,TT,0,0.9,85,128,64,16,1.0,64,1,3.156,4.536,3.184,3.855,3.156,3.566,0.101,0.5637,0.09207,-2.436,0.3671,0.3474,0.01975,42.24,114.68,4844.0832,array_X16_128x64_tr1_v0.9_t85_20260718_073250,2326.5792,7170.6624
20nm,hp,TT,0.1,1,25,128,64,16,1.0,64,1,2.842,4.546,2.872,3.655,2.842,3.346,0.01572,0.5508,0.08943,-2.449,0.3445,0.3247,0.01981,42.24,114.68,4844.0832,array_X16_128x64_tr1_v1_t25_20260718_072502,2326.5792,7170.6624
20nm,hp,TT,0.1,1,85,128,64,16,1.0,64,1,6.894,8.776,6.983,8.055,6.895,7.576,0.4361,0.5336,0.08637,-2.466,0.3573,0.3389,0.01839,42.24,114.68,4844.0832,array_X16_128x64_tr1_v1_t85_20260718_074634,2326.5792,7170.6624
20nm,hp,TT,-0.1,0.8,25,256,4,32,1.0,4,1,0.2155,0.3217,0.2046,0.236,0.223,0.2329,0.0007747,1.145,0.1796,-1.855,0.3955,0.3725,0.02297,2.64,227.32,600.1248,array_X32_256x4_tr1_v0.8_t25_20260718_065902,6621.12,7221.2448
20nm,hp,TT,-0.1,0.8,85,256,4,32,1.0,4,1,0.3194,0.4017,0.3049,0.3234,0.3266,0.3117,0.01017,1.041,0.1281,-1.959,0.401,0.3796,0.0214,2.64,227.32,600.1248,array_X32_256x4_tr1_v0.8_t85_20260718_071015,6621.12,7221.2448
20nm,hp,TT,0,0.9,25,256,4,32,1.0,4,1,0.2733,0.414,0.2629,0.3153,0.2828,0.3013,0.0009718,1.053,0.1687,-1.947,0.3803,0.3591,0.02119,2.64,227.32,600.1248,array_X32_256x4_tr1_v0.9_t25_20260718_034828,6621.12,7221.2448
20nm,hp,TT,0,0.9,85,256,4,32,1.0,4,1,0.4012,0.5143,0.3884,0.4278,0.4104,0.4,0.01257,0.9733,0.1236,-2.027,0.3889,0.3693,0.0196,2.64,227.32,600.1248,array_X32_256x4_tr1_v0.9_t85_20260718_070551,6621.12,7221.2448
20nm,hp,TT,0.1,1,25,256,4,32,1.0,4,1,0.3451,0.5273,0.3375,0.4186,0.3571,0.3876,0.001955,0.9893,0.16,-2.011,0.3712,0.3515,0.0197,2.64,227.32,600.1248,array_X32_256x4_tr1_v1_t25_20260718_070205,6621.12,7221.2448
20nm,hp,TT,0.1,1,85,256,4,32,1.0,4,1,0.8673,1.03,0.859,0.9394,0.8789,0.889,0.05409,0.926,0.1195,-2.074,0.3807,0.3625,0.0182,2.64,227.32,600.1248,array_X32_256x4_tr1_v1_t85_20260718_071421,6621.12,7221.2448
20nm,hp,TT,0,0.9,25,256,8,32,1.0,8,1,0.5485,0.8298,0.5275,0.6319,0.5676,0.604,0.001945,1.054,0.1687,-1.946,0.3804,0.3593,0.02113,5.28,227.32,1200.2496,array_X32_256x8_tr1_v0.9_t25_20260718_035615,6591.024,7791.2736
20nm,hp,TT,0,0.9,25,256,16,32,1.0,16,1,1.099,1.66,1.057,1.265,1.137,1.209,0.003888,1.054,0.1687,-1.946,0.3815,0.3605,0.02103,10.56,227.32,2400.4992,array_X32_256x16_tr1_v0.9_t25_20260718_040520,6591.024,8991.5232
20nm,hp,TT,0,0.9,25,256,32,32,0.5,16,1,2.185,2.76,2.103,2.543,2.186,2.884,0.007778,1.056,0.1725,-1.944,0.3817,0.3607,0.02103,21.12,227.32,4800.9984,array_X32_256x32_tr0.5_v0.9_t25_20260718_064651,6591.024,11392.0224
20nm,hp,TT,-0.15,0.75,25,256,32,32,1.0,32,1,1.512,2.262,1.425,1.627,1.514,1.636,0.005506,1.21,0.1901,-1.79,0.4071,0.3831,0.02405,21.12,227.32,4800.9984,array_X32_256x32_tr1_v0.75_t25_20260718_083641,6591.024,11392.0224
20nm,hp,TT,-0.15,0.75,85,256,32,32,1.0,32,1,2.157,2.934,2.055,2.339,2.157,2.303,0.07296,1.117,0.1778,-1.883,0.4146,0.3921,0.02248,21.12,227.32,4800.9984,array_X32_256x32_tr1_v0.75_t85_20260718_084423,6591.024,11392.0224
20nm,hp,TT,-0.05,0.85,25,256,32,32,1.0,32,1,1.947,2.952,1.862,2.209,1.949,2.148,0.006955,1.097,0.1776,-1.903,0.3883,0.3664,0.02189,21.12,227.32,4800.9984,array_X32_256x32_tr1_v0.85_t25_20260718_053512,6591.024,11392.0224
20nm,hp,TT,-0.05,0.85,85,256,32,32,1.0,32,1,2.744,3.795,2.651,3.119,2.744,2.983,0.09045,1.031,0.1671,-1.969,0.3993,0.3789,0.02036,21.12,227.32,4800.9984,array_X32_256x32_tr1_v0.85_t85_20260718_060923,6591.024,11392.0224
20nm,hp,TT,-0.1,0.8,25,256,32,32,1.0,32,1,1.723,2.594,1.636,1.904,1.725,1.882,0.006201,1.148,0.1835,-1.852,0.3956,0.3727,0.02291,21.12,227.32,4800.9984,array_X32_256x32_tr1_v0.8_t25_20260718_052932,6591.024,11392.0224
20nm,hp,TT,-0.1,0.8,55,256,32,32,1.0,32,1,1.899,2.791,1.811,2.131,1.9,2.077,0.02474,1.115,0.1788,-1.885,0.4032,0.3812,0.02208,21.12,227.32,4800.9984,array_X32_256x32_tr1_v0.8_t55_20260718_080333,6591.024,11392.0224
20nm,hp,TT,-0.1,0.8,85,256,32,32,1.0,32,1,2.441,3.348,2.341,2.71,2.441,2.63,0.08141,1.07,0.172,-1.93,0.4059,0.3845,0.02135,21.12,227.32,4800.9984,array_X32_256x32_tr1_v0.8_t85_20260718_060330,6591.024,11392.0224
20nm,hp,TT,0.05,0.95,25,256,32,32,1.0,32,1,2.438,3.752,2.364,2.913,2.44,2.742,0.008842,1.021,0.1675,-1.979,0.3759,0.3556,0.02032,21.12,227.32,4800.9984,array_X32_256x32_tr1_v0.95_t25_20260718_054542,6591.024,11392.0224
20nm,hp,TT,0.05,0.95,85,256,32,32,1.0,32,1,3.532,4.918,3.468,4.191,3.531,3.898,0.1234,0.9716,0.1585,-2.028,0.388,0.3692,0.01884,21.12,227.32,4800.9984,array_X32_256x32_tr1_v0.95_t85_20260718_062520,6591.024,11392.0224
20nm,hp,TT,0,0.9,25,256,32,32,1.0,32,1,2.185,3.336,2.103,2.543,2.186,2.434,0.007778,1.056,0.1722,-1.944,0.382,0.3609,0.02106,21.12,227.32,4800.9984,array_X32_256x32_tr1_v0.9_t25_20260718_041422,6591.024,11392.0224
20nm,hp,TT,0,0.9,55,256,32,32,1.0,32,1,2.402,3.586,2.326,2.84,2.403,2.679,0.03069,1.033,0.1681,-1.967,0.3878,0.3675,0.02024,21.12,227.32,4800.9984,array_X32_256x32_tr1_v0.9_t55_20260718_080821,6591.024,11392.0224
20nm,hp,TT,0,0.9,85,256,32,32,1.0,32,1,3.071,4.28,2.989,3.574,3.071,3.367,0.1006,0.9987,0.1626,-2.001,0.3934,0.3738,0.01957,21.12,227.32,4800.9984,array_X32_256x32_tr1_v0.9_t85_20260718_061915,6591.024,11392.0224
20nm,hp,TT,0.1,1,25,256,32,32,1.0,32,1,2.76,4.248,2.699,3.375,2.762,3.13,0.01564,0.9914,0.1634,-2.009,0.3717,0.352,0.01964,21.12,227.32,4800.9984,array_X32_256x32_tr1_v1_t25_20260718_055155,6591.024,11392.0224
20nm,hp,TT,0.1,1,55,256,32,32,1.0,32,1,3.425,4.971,3.384,4.171,3.426,3.847,0.08508,0.975,0.1599,-2.025,0.3792,0.3603,0.01889,21.12,227.32,4800.9984,array_X32_256x32_tr1_v1_t55_20260718_081925,6591.024,11392.0224
20nm,hp,TT,0.1,1,85,256,32,32,1.0,32,1,6.776,8.431,6.733,7.695,6.775,7.305,0.4328,0.9488,0.1549,-2.051,0.3841,0.366,0.01818,21.12,227.32,4800.9984,array_X32_256x32_tr1_v1_t85_20260718_063542,6591.024,11392.0224
