rtl_name	arch_params	node	status	crit_path_ns	slack_ns	crit_in2reg_ns	crit_reg2reg_ns	crit_reg2out_ns	crit_in2out_ns	message
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=4	5	ok	0.70	-0.42	0.02	0.7	0.24		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	7	ok	0.48	-0.20	0.02	0.48	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=4	7	ok	0.71	-0.43	0.02	0.71	0.26		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	7	ok	0.70	-0.41	0.02	0.7	0.26		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	16	ok	1.45	-1.19	0.04	1.45	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	10	ok	0.87	-0.59	0.02	0.87	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	10	ok	0.58	-0.29	0.02	0.58	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=4	10	ok	0.86	-0.58	0.02	0.86	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=7	7	ok	0.60	-0.32	0.02	0.6	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	16	ok	0.99	-0.72	0.04	0.99	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=7	5	ok	0.60	-0.32	0.02	0.6	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	20	ok	1.39	-1.13	0.05	1.39	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=4	16	ok	1.44	-1.17	0.04	1.44	0.46		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=10	5	ok	0.48	-0.20	0.02	0.48	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	20	ok	2.06	-1.80	0.05	2.06	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=7	10	ok	0.73	-0.45	0.02	0.73	0.29		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=4	20	ok	2.03	-1.77	0.05	2.03	0.66		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=7	20	ok	1.76	-1.49	0.05	1.76	0.66		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=7	16	ok	1.24	-0.97	0.04	1.24	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=10	7	ok	0.48	-0.20	0.02	0.48	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=7	7	ok	0.60	-0.32	0.02	0.6	0.26		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=7	5	ok	0.59	-0.31	0.02	0.59	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=4	5	ok	0.72	-0.44	0.02	0.72	0.24		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=4	7	ok	0.75	-0.46	0.02	0.75	0.26		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=10	16	ok	1.02	-0.75	0.04	1.02	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=10	10	ok	0.59	-0.31	0.02	0.59	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=10	7	ok	0.49	-0.20	0.02	0.49	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=7	10	ok	0.72	-0.43	0.02	0.72	0.29		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=10	5	ok	0.48	-0.20	0.02	0.48	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=4	10	ok	0.89	-0.61	0.02	0.89	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=10	20	ok	1.44	-1.17	0.05	1.44	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=7	16	ok	1.27	-1.00	0.04	1.27	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=10	10	ok	0.58	-0.30	0.02	0.58	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=4	16	ok	1.52	-1.25	0.04	1.52	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=7	20	ok	1.81	-1.54	0.05	1.81	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=10	20	ok	1.44	-1.17	0.05	1.44	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=4	20	ok	2.12	-1.86	0.05	2.12	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=1;sfu_op_relu=0;pipeline_stages=10	16	ok	1.01	-0.74	0.04	1.01	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=4	5	ok	0.90	-0.62	0.02	0.9	0.24		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=7	7	ok	0.85	-0.57	0.02	0.85	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=7	5	ok	0.84	-0.56	0.02	0.84	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=10	5	ok	0.59	-0.31	0.02	0.59	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=10	7	ok	0.61	-0.33	0.02	0.61	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=4	7	ok	0.91	-0.63	0.02	0.91	0.26		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=4	16	ok	1.89	-1.61	0.04	1.89	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=4	10	ok	1.12	-0.83	0.02	1.12	0.29		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=7	10	ok	1.01	-0.73	0.02	1.01	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=10	10	ok	0.72	-0.44	0.02	0.72	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=10	16	ok	1.24	-0.97	0.04	1.24	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=7	16	ok	1.69	-1.41	0.04	1.69	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=4	20	ok	2.63	-2.35	0.05	2.63	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=7	20	ok	2.39	-2.11	0.05	2.39	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=10	20	ok	1.74	-1.48	0.05	1.74	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=4	7	ok	0.90	-0.61	0.02	0.9	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=4	5	ok	0.90	-0.61	0.02	0.9	0.24		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=4	10	ok	1.11	-0.83	0.02	1.11	0.29		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	5	ok	0.85	-0.57	0.02	0.85	0.24		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	7	ok	0.85	-0.57	0.02	0.85	0.26		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=7	5	ok	0.85	-0.56	0.02	0.85	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=4	16	ok	1.87	-1.61	0.04	1.87	0.13		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=10	5	ok	0.60	-0.31	0.02	0.6	0.24		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=4	20	ok	2.66	-2.38	0.05	2.66	0.66		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=7	7	ok	0.85	-0.57	0.02	0.85	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=10	7	ok	0.61	-0.33	0.02	0.61	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=7	16	ok	1.67	-1.40	0.04	1.67	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	10	ok	1.00	-0.71	0.02	1	0.29		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=7	10	ok	1.01	-0.73	0.02	1.01	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	16	ok	1.72	-1.45	0.04	1.72	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=10	10	ok	0.73	-0.45	0.02	0.73	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	7	ok	0.71	-0.43	0.02	0.71	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=10	16	ok	1.20	-0.93	0.04	1.2	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	20	ok	2.46	-2.20	0.05	2.46	0.66		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	5	ok	0.71	-0.43	0.02	0.71	0.24		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	5	ok	0.54	-0.25	0.02	0.54	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	10	ok	0.86	-0.57	0.02	0.86	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=7	20	ok	2.47	-2.19	0.05	2.47	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	7	ok	0.54	-0.26	0.02	0.54	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=10	20	ok	1.76	-1.50	0.05	1.76	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	16	ok	1.49	-1.20	0.04	1.49	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	20	ok	2.08	-1.82	0.05	2.08	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	7	ok	0.71	-0.42	0.02	0.71	0.26		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	5	ok	0.70	-0.41	0.02	0.7	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	5	ok	0.88	-0.60	0.02	0.88	0.24		
simplemux	data_width=16;num_inputs=2	5	ok	0.12	0.18				0.12	
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	7	ok	0.90	-0.62	0.02	0.9	0.26		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	10	ok	0.67	-0.39	0.02	0.67	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	16	ok	1.09	-0.82	0.04	1.09	0.12		
simplemux	data_width=16;num_inputs=2	7	ok	0.10	0.20				0.1	
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	20	ok	1.60	-1.33	0.05	1.6	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	10	ok	0.87	-0.58	0.02	0.87	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	7	ok	0.54	-0.26	0.02	0.54	0.05		
simplemux	data_width=16;num_inputs=4	7	ok	0.14	0.16				0.14	
simplemux	data_width=16;num_inputs=4	5	ok	0.22	0.08				0.22	
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	16	ok	1.44	-1.17	0.04	1.44	0.46		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	16	ok	1.83	-1.56	0.04	1.83	0.46		
simplemux	data_width=16;num_inputs=8	5	ok	0.24	0.06				0.24	
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	5	ok	0.52	-0.24	0.02	0.52	0.05		
simplemux	data_width=16;num_inputs=8	7	ok	0.26	0.04				0.26	
simplemux	data_width=16;num_inputs=16	5	ok	0.30	0.00				0.3	
simplemux	data_width=16;num_inputs=2	10	ok	0.13	0.17				0.13	
simplemux	data_width=16;num_inputs=2	16	ok	0.22	0.08				0.22	
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	10	ok	1.04	-0.76	0.02	1.04	0.29		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	10	ok	0.64	-0.36	0.02	0.64	0.06		
simplemux	data_width=16;num_inputs=16	7	ok	0.30	0.00				0.3	
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	16	ok	1.09	-0.83	0.04	1.09	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	20	ok	2.66	-2.37	0.05	2.66	0.66		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	20	ok	2.00	-1.74	0.05	2	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	20	ok	1.58	-1.32	0.05	1.58	0.17		
simplemux	data_width=16;num_inputs=2	20	ok	0.30	0.00				0.3	
simplemux	data_width=16;num_inputs=4	10	ok	0.17	0.13				0.17	
simplemux	data_width=32;num_inputs=2	7	ok	0.17	0.13				0.17	
simplemux	data_width=32;num_inputs=2	5	ok	0.20	0.10				0.2	
simplemux	data_width=32;num_inputs=4	7	ok	0.21	0.09				0.21	
simplemux	data_width=16;num_inputs=8	16	ok	0.30	0.00				0.3	
simplemux	data_width=16;num_inputs=4	16	ok	0.26	0.04				0.26	
simplemux	data_width=32;num_inputs=4	5	ok	0.29	0.01				0.29	
simplemux	data_width=32;num_inputs=8	7	ok	0.30	0.00				0.3	
simplemux	data_width=32;num_inputs=8	5	ok	0.29	0.01				0.29	
simplemux	data_width=16;num_inputs=8	10	ok	0.30	0.00				0.3	
simplemux	data_width=32;num_inputs=16	5	ok	0.29	0.01				0.29	
simplemux	data_width=32;num_inputs=2	10	ok	0.22	0.08				0.22	
simplemux	data_width=16;num_inputs=16	10	ok	0.30	0.00				0.3	
simplemux	data_width=16;num_inputs=16	16	ok	0.31	-0.01				0.31	
simplemux	data_width=32;num_inputs=16	7	ok	0.30	0.00				0.3	
simplemux	data_width=32;num_inputs=2	16	ok	0.23	0.07				0.23	
simplemux	data_width=16;num_inputs=4	20	ok	0.30	0.00				0.3	
simplemux	data_width=16;num_inputs=8	20	ok	0.30	0.00				0.3	
simplemux	data_width=32;num_inputs=2	20	ok	0.28	0.02				0.28	
simplemux	data_width=32;num_inputs=4	10	ok	0.26	0.04				0.26	
simplemux	data_width=64;num_inputs=2	7	ok	0.12	0.18				0.12	
simplemux	data_width=16;num_inputs=16	20	ok	0.34	-0.04				0.34	
simplemux	data_width=64;num_inputs=2	5	ok	0.24	0.06				0.24	
simplemux	data_width=64;num_inputs=4	7	ok	0.27	0.03				0.27	
simplemux	data_width=32;num_inputs=4	16	ok	0.29	0.01				0.29	
simplemux	data_width=32;num_inputs=8	16	ok	0.30	0.00				0.3	
simplemux	data_width=64;num_inputs=4	5	ok	0.29	0.01				0.29	
simplemux	data_width=64;num_inputs=8	5	ok	0.30	0.00				0.3	
simplemux	data_width=64;num_inputs=8	7	ok	0.29	0.01				0.29	
simplemux	data_width=32;num_inputs=8	10	ok	0.30	0.00				0.3	
simplemux	data_width=64;num_inputs=2	10	ok	0.14	0.16				0.14	
