rtl_name	arch_params	node	status	crit_path_ns	slack_ns	crit_in2reg_ns	crit_reg2reg_ns	crit_reg2out_ns	crit_in2out_ns	message
fifo	width=16;depth=4	10	ok	0.28	0.00	0.19	0.28	0.13		
regfile	width=64;depth=64;num_read_ports=4;num_write_ports=4	5	ok	0.23	0.00	0.23	0.11	0.29	0.25	
regfile	width=32;depth=512;num_read_ports=1;num_write_ports=1	10	ok	0.25	0.00	0.24	0.1	0.22	0.25	
fifo	width=16;depth=8	10	ok	0.28	0.00	0.18	0.28	0.13		
fifo	width=16;depth=4	5	ok	0.28	0.01	0.18	0.28	0.1		
fifo	width=16;depth=16	10	ok	0.28	0.00	0.2	0.28	0.14		
regfile	width=32;depth=512;num_read_ports=1;num_write_ports=1	5	ok	0.25	0.00	0.23	0.08	0.2	0.25	
regfile	width=128;depth=64;num_read_ports=1;num_write_ports=1	10	ok	0.24	0.00	0.24	0.1	0.16	0.25	
fifo	width=256;depth=32	16	ok	0.54	-0.27	0.43	0.54	0.29		
fifo	width=16;depth=32	10	ok	0.29	0.00	0.2	0.29	0.15		
fifo	width=16;depth=8	5	ok	0.28	0.00	0.19	0.28	0.12		
fifo	width=16;depth=16	5	ok	0.28	0.00	0.18	0.28	0.15		
fattree	data_width=64;radix=4;num_levels=2;oversubscription=1.0	7	error							synthesis failed for fattree_64_4_2_1p0_7nm_TT_0V75_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_07nm/01_syn/fattree_64_4_2_1p0_7nm_TT_0V75_25C_2000MHz/synthesis.log
regfile	width=32;depth=128;num_read_ports=4;num_write_ports=4	20	ok	0.57	-0.36	0.57	0.34	0.53	0.61	
fifo	width=32;depth=4	10	ok	0.28	0.00	0.21	0.28	0.14		
regfile	width=128;depth=64;num_read_ports=1;num_write_ports=1	5	ok	0.25	0.00	0.23	0.08	0.14	0.25	
fifo	width=16;depth=64	10	ok	0.29	0.00	0.21	0.29	0.16		
fifo	width=16;depth=32	5	ok	0.28	0.00	0.2	0.28	0.11		
fifo	width=128;depth=128	16	ok	0.64	-0.35	0.46	0.64	0.32		
fifo	width=16;depth=64	5	ok	0.28	0.00	0.2	0.28	0.14		
fifo	width=16;depth=128	10	ok	0.32	-0.03	0.23	0.32	0.17		
fifo	width=32;depth=8	10	ok	0.28	0.00	0.21	0.28	0.14		
regfile	width=64;depth=64;num_read_ports=4;num_write_ports=4	20	ok	0.54	-0.33	0.54	0.34	0.44	0.55	
regfile	width=32;depth=512;num_read_ports=1;num_write_ports=1	20	ok	0.58	-0.33	0.54	0.26	0.54	0.58	
fifo	width=32;depth=4	5	ok	0.28	0.00	0.19	0.28	0.11		
fifo	width=32;depth=16	10	ok	0.28	0.00	0.2	0.28	0.13		
fifo	width=16;depth=128	5	ok	0.29	0.00	0.22	0.29	0.16		
fifo	width=32;depth=8	5	ok	0.28	0.00	0.19	0.28	0.12		
fifo	width=16;depth=4	20	ok	0.50	-0.21	0.4	0.5	0.35		
fifo	width=32;depth=16	5	ok	0.29	0.00	0.21	0.29	0.12		
fifo	width=16;depth=8	20	ok	0.57	-0.28	0.41	0.57	0.42		
fifo	width=32;depth=32	10	ok	0.32	-0.03	0.26	0.32	0.18		
fifo	width=32;depth=32	5	ok	0.28	0.00	0.22	0.28	0.14		
fifo	width=32;depth=64	10	ok	0.29	-0.01	0.23	0.29	0.17		
fifo	width=32;depth=64	5	ok	0.28	0.00	0.18	0.28	0.13		
fifo	width=16;depth=16	20	ok	0.58	-0.32	0.43	0.58	0.35		
fifo	width=64;depth=4	10	ok	0.28	0.00	0.22	0.28	0.12		
fifo	width=16;depth=32	20	ok	0.67	-0.39	0.51	0.67	0.36		
fifo	width=64;depth=4	5	ok	0.29	0.00	0.2	0.29	0.11		
fifo	width=64;depth=8	5	ok	0.28	0.00	0.19	0.28	0.14		
fifo	width=64;depth=8	10	ok	0.29	0.00	0.22	0.29	0.29		
fattree	data_width=128;radix=4;num_levels=2;oversubscription=1.0	7	error							synthesis failed for fattree_128_4_2_1p0_7nm_TT_0V75_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_07nm/01_syn/fattree_128_4_2_1p0_7nm_TT_0V75_25C_2000MHz/synthesis.log
fifo	width=32;depth=128	10	ok	0.34	-0.05	0.21	0.34	0.18		
fifo	width=32;depth=128	5	ok	0.28	0.00	0.2	0.28	0.15		
fifo	width=16;depth=64	20	ok	0.67	-0.41	0.55	0.67	0.4		
fifo	width=512;depth=8	16	ok	0.50	-0.23	0.41	0.5	0.27		
fifo	width=64;depth=16	10	ok	0.28	0.00	0.23	0.28	0.15		
fifo	width=64;depth=16	5	ok	0.28	0.00	0.23	0.28	0.12		
regfile	width=128;depth=64;num_read_ports=1;num_write_ports=1	20	ok	0.43	-0.21	0.43	0.26	0.44	0.46	
fifo	width=64;depth=32	5	ok	0.28	0.00	0.21	0.28	0.12		
fifo	width=32;depth=4	20	ok	0.50	-0.24	0.42	0.5	0.37		
fifo	width=16;depth=128	20	ok	0.76	-0.47	0.55	0.76	0.43		
fifo	width=64;depth=32	10	ok	0.29	0.00	0.23	0.29	0.15		
fifo	width=128;depth=4	5	ok	0.28	0.00	0.2	0.28	0.11		
fifo	width=32;depth=8	20	ok	0.59	-0.32	0.47	0.59	0.39		
fattree	data_width=32;radix=4;num_levels=2;oversubscription=0.5	7	error							synthesis failed for fattree_32_4_2_0p5_7nm_TT_0V75_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_07nm/01_syn/fattree_32_4_2_0p5_7nm_TT_0V75_25C_2000MHz/synthesis.log
fifo	width=64;depth=64	5	ok	0.29	0.00	0.19	0.29	0.12		
fattree	data_width=64;radix=2;num_levels=5;oversubscription=1.0	7	error							synthesis failed for fattree_64_2_5_1p0_7nm_TT_0V75_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_07nm/01_syn/fattree_64_2_5_1p0_7nm_TT_0V75_25C_2000MHz/synthesis.log
fifo	width=32;depth=16	20	ok	0.66	-0.37	0.48	0.66	0.36		
fifo	width=128;depth=4	10	ok	0.28	0.00	0.21	0.28	0.14		
fifo	width=64;depth=64	10	ok	0.32	-0.02	0.22	0.32	0.17		
fifo	width=128;depth=8	5	ok	0.28	0.00	0.23	0.28	0.1		
fifo	width=32;depth=32	20	ok	0.70	-0.42	0.61	0.7	0.41		
fifo	width=128;depth=16	5	ok	0.28	0.00	0.23	0.28	0.11		
fifo	width=32;depth=64	20	ok	0.74	-0.45	0.58	0.74	0.45		
fifo	width=128;depth=8	10	ok	0.29	-0.01	0.21	0.29	0.29		
fifo	width=64;depth=128	5	ok	0.29	0.00	0.23	0.29	0.24		
fifo	width=64;depth=4	20	ok	0.53	-0.27	0.45	0.53	0.34		
fattree	data_width=32;radix=2;num_levels=4;oversubscription=0.5	7	error							synthesis failed for fattree_32_2_4_0p5_7nm_TT_0V75_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_07nm/01_syn/fattree_32_2_4_0p5_7nm_TT_0V75_25C_2000MHz/synthesis.log
fifo	width=128;depth=32	5	ok	0.28	0.00	0.22	0.28	0.24		
fifo	width=64;depth=128	10	ok	0.34	-0.06	0.25	0.34	0.19		
fifo	width=128;depth=16	10	ok	0.31	-0.02	0.25	0.31	0.29		
fifo	width=64;depth=8	20	ok	0.62	-0.35	0.51	0.62	0.39		
foldedclos	data_width=32;terminals_per_leaf=2;num_leaves=2;num_spines=2;oversubscription=1.0	7	error							synthesis failed for foldedclos_32_2_2_2_1p0_7nm_TT_0V75_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_07nm/01_syn/foldedclos_32_2_2_2_1p0_7nm_TT_0V75_25C_2000MHz/synthesis.log
fattree	data_width=64;radix=4;num_levels=2;oversubscription=0.5	7	error							synthesis failed for fattree_64_4_2_0p5_7nm_TT_0V75_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_07nm/01_syn/fattree_64_4_2_0p5_7nm_TT_0V75_25C_2000MHz/synthesis.log
fifo	width=64;depth=16	20	ok	0.70	-0.42	0.61	0.7	0.4		
fifo	width=256;depth=4	5	ok	0.28	0.00	0.22	0.28	0.1		
mxfpmac	block_elems=32;num_blocks=8;input_format=mxfp4_e2m1;pipeline_stages=2	7	ok	1.68	-1.40	0.02	1.68	0.26		
fifo	width=512;depth=16	16	ok	0.52	-0.25	0.45	0.52	0.46		
fifo	width=32;depth=128	20	ok	0.78	-0.51	0.58	0.78	0.47		
foldedclos	data_width=64;terminals_per_leaf=2;num_leaves=2;num_spines=2;oversubscription=1.0	7	error							synthesis failed for foldedclos_64_2_2_2_1p0_7nm_TT_0V75_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_07nm/01_syn/foldedclos_64_2_2_2_1p0_7nm_TT_0V75_25C_2000MHz/synthesis.log
fifo	width=128;depth=32	10	ok	0.32	-0.03	0.26	0.32	0.16		
fifo	width=128;depth=64	5	ok	0.29	0.00	0.21	0.29	0.24		
simplemux	data_width=16;num_inputs=2	16	error							synthesis failed for simplemux_16_2_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/simplemux_16_2_16nm_TT_0V85_25C_2000MHz/synthesis.log
fifo	width=256;depth=8	5	ok	0.28	0.00	0.22	0.28	0.11		
fifo	width=256;depth=4	10	ok	0.29	0.00	0.22	0.29	0.29		
fifo	width=64;depth=32	20	ok	0.72	-0.46	0.48	0.72	0.43		
simplemux	data_width=16;num_inputs=4	16	error							synthesis failed for simplemux_16_4_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/simplemux_16_4_16nm_TT_0V85_25C_2000MHz/synthesis.log
foldedclos	data_width=32;terminals_per_leaf=4;num_leaves=4;num_spines=2;oversubscription=1.0	7	error							synthesis failed for foldedclos_32_4_4_2_1p0_7nm_TT_0V75_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_07nm/01_syn/foldedclos_32_4_4_2_1p0_7nm_TT_0V75_25C_2000MHz/synthesis.log
fifo	width=256;depth=64	16	ok	0.58	-0.31	0.49	0.58	0.29		
simplemux	data_width=16;num_inputs=8	16	error							synthesis failed for simplemux_16_8_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/simplemux_16_8_16nm_TT_0V85_25C_2000MHz/synthesis.log
foldedclos	data_width=32;terminals_per_leaf=4;num_leaves=4;num_spines=4;oversubscription=1.0	7	error							synthesis failed for foldedclos_32_4_4_4_1p0_7nm_TT_0V75_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_07nm/01_syn/foldedclos_32_4_4_4_1p0_7nm_TT_0V75_25C_2000MHz/synthesis.log
fifo	width=64;depth=64	20	ok	0.77	-0.51	0.58	0.77	0.46		
fifo	width=256;depth=16	5	ok	0.29	0.00	0.21	0.29	0.11		
simplemux	data_width=16;num_inputs=16	16	error							synthesis failed for simplemux_16_16_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/simplemux_16_16_16nm_TT_0V85_25C_2000MHz/synthesis.log
fifo	width=128;depth=4	20	ok	0.57	-0.30	0.47	0.57	0.33		
fifo	width=128;depth=64	10	ok	0.34	-0.05	0.26	0.34	0.16		
fifo	width=256;depth=8	10	ok	0.28	0.00	0.23	0.28	0.14		
foldedclos	data_width=64;terminals_per_leaf=4;num_leaves=4;num_spines=2;oversubscription=1.0	7	error							synthesis failed for foldedclos_64_4_4_2_1p0_7nm_TT_0V75_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_07nm/01_syn/foldedclos_64_4_4_2_1p0_7nm_TT_0V75_25C_2000MHz/synthesis.log
simplemux	data_width=32;num_inputs=2	16	error							synthesis failed for simplemux_32_2_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/simplemux_32_2_16nm_TT_0V85_25C_2000MHz/synthesis.log
simplemux	data_width=32;num_inputs=4	16	error							synthesis failed for simplemux_32_4_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/simplemux_32_4_16nm_TT_0V85_25C_2000MHz/synthesis.log
fifo	width=256;depth=32	5	ok	0.29	0.00	0.2	0.29	0.24		
simplemux	data_width=32;num_inputs=8	16	error							synthesis failed for simplemux_32_8_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/simplemux_32_8_16nm_TT_0V85_25C_2000MHz/synthesis.log
fifo	width=128;depth=8	20	ok	0.63	-0.36	0.5	0.63	0.33		
simplemux	data_width=32;num_inputs=16	16	error							synthesis failed for simplemux_32_16_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/simplemux_32_16_16nm_TT_0V85_25C_2000MHz/synthesis.log
simplemux	data_width=64;num_inputs=2	16	error							synthesis failed for simplemux_64_2_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/simplemux_64_2_16nm_TT_0V85_25C_2000MHz/synthesis.log
foldedclos	data_width=64;terminals_per_leaf=4;num_leaves=4;num_spines=4;oversubscription=1.0	7	error							synthesis failed for foldedclos_64_4_4_4_1p0_7nm_TT_0V75_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_07nm/01_syn/foldedclos_64_4_4_4_1p0_7nm_TT_0V75_25C_2000MHz/synthesis.log
fifo	width=128;depth=16	20	ok	0.70	-0.42	0.56	0.7	0.41		
fifo	width=128;depth=128	5	ok	0.30	-0.02	0.22	0.3	0.15		
fifo	width=256;depth=16	10	ok	0.29	-0.01	0.21	0.29	0.29		
simplemux	data_width=64;num_inputs=4	16	error							synthesis failed for simplemux_64_4_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/simplemux_64_4_16nm_TT_0V85_25C_2000MHz/synthesis.log
simplemux	data_width=64;num_inputs=8	16	error							synthesis failed for simplemux_64_8_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/simplemux_64_8_16nm_TT_0V85_25C_2000MHz/synthesis.log
simplemux	data_width=128;num_inputs=2	16	error							synthesis failed for simplemux_128_2_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/simplemux_128_2_16nm_TT_0V85_25C_2000MHz/synthesis.log
fifo	width=64;depth=128	20	ok	0.80	-0.54	0.61	0.8	0.45		
simplemux	data_width=64;num_inputs=16	16	error							synthesis failed for simplemux_64_16_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/simplemux_64_16_16nm_TT_0V85_25C_2000MHz/synthesis.log
fifo	width=128;depth=128	10	ok	0.37	-0.08	0.26	0.37	0.18		
simplemux	data_width=128;num_inputs=4	16	error							synthesis failed for simplemux_128_4_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/simplemux_128_4_16nm_TT_0V85_25C_2000MHz/synthesis.log
fifo	width=256;depth=32	10	ok	0.32	-0.03	0.24	0.32	0.16		
fifo	width=512;depth=8	5	ok	0.28	0.00	0.23	0.28	0.24		
simplemux	data_width=128;num_inputs=8	16	error							synthesis failed for simplemux_128_8_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/simplemux_128_8_16nm_TT_0V85_25C_2000MHz/synthesis.log
fifo	width=128;depth=32	20	ok	0.74	-0.47	0.56	0.74	0.38		
simplemux	data_width=256;num_inputs=2	16	error							synthesis failed for simplemux_256_2_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/simplemux_256_2_16nm_TT_0V85_25C_2000MHz/synthesis.log
simplemux	data_width=128;num_inputs=16	16	error							synthesis failed for simplemux_128_16_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/simplemux_128_16_16nm_TT_0V85_25C_2000MHz/synthesis.log
simplemux	data_width=256;num_inputs=4	16	error							synthesis failed for simplemux_256_4_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/simplemux_256_4_16nm_TT_0V85_25C_2000MHz/synthesis.log
crossbar	data_width=32;num_inputs=2;num_outputs=2	16	error							synthesis failed for crossbar_32_2_2_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/crossbar_32_2_2_16nm_TT_0V85_25C_2000MHz/synthesis.log
fifo	width=256;depth=64	5	ok	0.28	0.00	0.24	0.28	0.24		
simplemux	data_width=256;num_inputs=8	16	error							synthesis failed for simplemux_256_8_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/simplemux_256_8_16nm_TT_0V85_25C_2000MHz/synthesis.log
fifo	width=512;depth=16	5	ok	0.28	0.00	0.2	0.28	0.11		
foldedclos	data_width=32;terminals_per_leaf=8;num_leaves=4;num_spines=4;oversubscription=1.0	7	error							synthesis failed for foldedclos_32_8_4_4_1p0_7nm_TT_0V75_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_07nm/01_syn/foldedclos_32_8_4_4_1p0_7nm_TT_0V75_25C_2000MHz/synthesis.log
fifo	width=512;depth=8	10	ok	0.31	-0.03	0.25	0.31	0.17		
crossbar	data_width=32;num_inputs=4;num_outputs=4	16	error							synthesis failed for crossbar_32_4_4_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/crossbar_32_4_4_16nm_TT_0V85_25C_2000MHz/synthesis.log
simplemux	data_width=16;num_inputs=2	5	error							synthesis failed for simplemux_16_2_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/simplemux_16_2_5nm_TT_0V7_25C_2000MHz/synthesis.log
fifo	width=256;depth=4	20	ok	0.59	-0.30	0.49	0.59	0.32		
simplemux	data_width=16;num_inputs=4	5	error							synthesis failed for simplemux_16_4_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/simplemux_16_4_5nm_TT_0V7_25C_2000MHz/synthesis.log
crossbar	data_width=32;num_inputs=8;num_outputs=8	16	error							synthesis failed for crossbar_32_8_8_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/crossbar_32_8_8_16nm_TT_0V85_25C_2000MHz/synthesis.log
simplemux	data_width=16;num_inputs=8	5	error							synthesis failed for simplemux_16_8_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/simplemux_16_8_5nm_TT_0V7_25C_2000MHz/synthesis.log
simplemux	data_width=16;num_inputs=16	5	error							synthesis failed for simplemux_16_16_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/simplemux_16_16_5nm_TT_0V7_25C_2000MHz/synthesis.log
fifo	width=128;depth=64	20	ok	0.82	-0.55	0.6	0.82	0.45		
crossbar	data_width=32;num_inputs=8;num_outputs=4	16	error							synthesis failed for crossbar_32_8_4_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/crossbar_32_8_4_16nm_TT_0V85_25C_2000MHz/synthesis.log
simplemux	data_width=32;num_inputs=2	5	error							synthesis failed for simplemux_32_2_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/simplemux_32_2_5nm_TT_0V7_25C_2000MHz/synthesis.log
simplemux	data_width=32;num_inputs=4	5	error							synthesis failed for simplemux_32_4_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/simplemux_32_4_5nm_TT_0V7_25C_2000MHz/synthesis.log
simplemux	data_width=32;num_inputs=8	5	error							synthesis failed for simplemux_32_8_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/simplemux_32_8_5nm_TT_0V7_25C_2000MHz/synthesis.log
foldedclos	data_width=32;terminals_per_leaf=4;num_leaves=8;num_spines=4;oversubscription=1.0	7	error							synthesis failed for foldedclos_32_4_8_4_1p0_7nm_TT_0V75_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_07nm/01_syn/foldedclos_32_4_8_4_1p0_7nm_TT_0V75_25C_2000MHz/synthesis.log
simplemux	data_width=32;num_inputs=16	5	error							synthesis failed for simplemux_32_16_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/simplemux_32_16_5nm_TT_0V7_25C_2000MHz/synthesis.log
fifo	width=256;depth=8	20	ok	0.67	-0.39	0.5	0.67	0.39		
crossbar	data_width=32;num_inputs=16;num_outputs=16	16	error							synthesis failed for crossbar_32_16_16_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/crossbar_32_16_16_16nm_TT_0V85_25C_2000MHz/synthesis.log
fifo	width=256;depth=64	10	ok	0.34	-0.06	0.25	0.34	0.16		
simplemux	data_width=64;num_inputs=2	5	error							synthesis failed for simplemux_64_2_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/simplemux_64_2_5nm_TT_0V7_25C_2000MHz/synthesis.log
crossbar	data_width=32;num_inputs=16;num_outputs=8	16	error							synthesis failed for crossbar_32_16_8_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/crossbar_32_16_8_16nm_TT_0V85_25C_2000MHz/synthesis.log
simplemux	data_width=64;num_inputs=4	5	error							synthesis failed for simplemux_64_4_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/simplemux_64_4_5nm_TT_0V7_25C_2000MHz/synthesis.log
simplemux	data_width=16;num_inputs=2	10	error							synthesis failed for simplemux_16_2_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/simplemux_16_2_10nm_TT_0V8_25C_2000MHz/synthesis.log
simplemux	data_width=64;num_inputs=8	5	error							synthesis failed for simplemux_64_8_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/simplemux_64_8_5nm_TT_0V7_25C_2000MHz/synthesis.log
crossbar	data_width=32;num_inputs=4;num_outputs=8	16	error							synthesis failed for crossbar_32_4_8_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/crossbar_32_4_8_16nm_TT_0V85_25C_2000MHz/synthesis.log
fifo	width=256;depth=16	20	ok	0.69	-0.43	0.48	0.69	0.66		
crossbar	data_width=64;num_inputs=2;num_outputs=2	16	error							synthesis failed for crossbar_64_2_2_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/crossbar_64_2_2_16nm_TT_0V85_25C_2000MHz/synthesis.log
fifo	width=512;depth=16	10	ok	0.31	-0.03	0.25	0.31	0.15		
simplemux	data_width=64;num_inputs=16	5	error							synthesis failed for simplemux_64_16_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/simplemux_64_16_5nm_TT_0V7_25C_2000MHz/synthesis.log
fifo	width=256;depth=128	16	ok	0.68	-0.39	0.47	0.68	0.34		
simplemux	data_width=16;num_inputs=4	10	error							synthesis failed for simplemux_16_4_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/simplemux_16_4_10nm_TT_0V8_25C_2000MHz/synthesis.log
simplemux	data_width=128;num_inputs=2	5	error							synthesis failed for simplemux_128_2_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/simplemux_128_2_5nm_TT_0V7_25C_2000MHz/synthesis.log
crossbar	data_width=64;num_inputs=4;num_outputs=4	16	error							synthesis failed for crossbar_64_4_4_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/crossbar_64_4_4_16nm_TT_0V85_25C_2000MHz/synthesis.log
simplemux	data_width=16;num_inputs=8	10	error							synthesis failed for simplemux_16_8_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/simplemux_16_8_10nm_TT_0V8_25C_2000MHz/synthesis.log
simplemux	data_width=128;num_inputs=4	5	error							synthesis failed for simplemux_128_4_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/simplemux_128_4_5nm_TT_0V7_25C_2000MHz/synthesis.log
simplemux	data_width=16;num_inputs=16	10	error							synthesis failed for simplemux_16_16_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/simplemux_16_16_10nm_TT_0V8_25C_2000MHz/synthesis.log
